"","text","text_id","draft_num","sentiment","word_count","chapter","ADJ","ADP","ADV","AUX","CCONJ","DET","NOUN","NUM","PART","PRON","PROPN","PUNCT","SCONJ","SYM","VERB","INTJ","X","topic_1","topic_2","topic_3","topic_4","topic_5","topic_6","topic_7","topic_8"
"16","Quinn, cursing her parents’ incessant fighting, rested her hand on the doorknob. She held her breath and waited a moment before entering her home. The shouting, indecipherable from outside, was a piercing wall of noise to the ears of the exasperated girls.  ""Steven, she’s our little girl! How can you live with yourself?""  ""Anna, we’ve talked about this!""  ""Well, how could I have known about the school? When were you going to tell me?""",16,0,2,76,1,0.0526315789473684,0.105263157894737,0.0526315789473684,0.0921052631578947,0.0131578947368421,0.0921052631578947,0.197368421052632,0,0.0263157894736842,0.184210526315789,0.0263157894736842,0.276315789473684,0.0131578947368421,0,0.131578947368421,0.0263157894736842,0,0.875394367307912,0.00133515255526375,0.00133515255526074,0.116594717360457,0.00133515255527941,0.00133515255526753,0.00133515255525432,0.00133515255530513
"17","""Anna, please! You know what the stakes are."" Quinn and Maeve stepped around the corner into the living room. Their mother, otherwise very mild, stood nose-to-nose with their father, who towered some eight inches over her. And although Mrs. Harper looked utterly disheveled– eyes red-rimmed, hair frazzled– she imposed herself upon her husband admirably.  Their father, slim, dark-haired, sharp, still in his button-down shirt and work pants, had lost his patience with her. The kids could not see his face, but it appeared as though their parents had been fighting for a while.  Their mother caught Maeve’s eye just as she was about to shout again. Instantly, she changed. She ran toward her youngest daughter and pulled her into a tight embrace. ",17,0,-2,128,1,0.0703125,0.0859375,0.0625,0.0390625,0.0390625,0.0546875,0.2109375,0.0078125,0.0234375,0.1796875,0.03125,0.2421875,0.03125,0,0.140625,0.015625,0,0.690609679521323,0.000722490026005194,0.000722490026016056,0.000722490026022459,0.000722490026019714,0.0007224900260121,0.000722490026027109,0.305055380322575
"18","""Oh, Maeve, honey…""  Anna could not suppress heavy, shaking sobs. Even now, her sister was under the spell of stoicism.  Steven turned to the three women and his gaze softened. Every time Quinn saw him, he looked older. As his wife and daughter hugged, he addressed Quinn, and spoke to her.  ""Quinnie May,"" he said, suddenly smiling, and pulling her into an embrace of his own. ""You’re a hero, you know. I love you, and I always will.""",18,0,8,79,1,0.0379746835443038,0.0886075949367089,0.0506329113924051,0.0379746835443038,0.0632911392405063,0.0759493670886076,0.164556962025316,0.0126582278481013,0.0126582278481013,0.189873417721519,0.0759493670886076,0.341772151898734,0,0,0.189873417721519,0.0126582278481013,0,0.990311614183443,0.00138405511668853,0.0013840551166554,0.00138405511665076,0.00138405511663862,0.00138405511663343,0.00138405511665196,0.00138405511663833
"19","Still shaken, Quinn hugged him back. This type of sentimentality from her father was rare, even for a day such as this one. Initially ready to scold him for his yelling, her voice cracked. ""I love you too, dad."" Anna released her grip on Maeve and approached Quinn. Impossibly, Anna’s crying grew even more frantic as she hugged her oldest daughter. Quinn tried to console her, but found her eyes wandering to her father and her sister.  Steven had taken a knee in front of Maeve. He spoke to her quietly, but even if he hadn’t, she wouldn’t have been able to decipher his words over the wails of her mother. Maeve listened to him for a while, and nodded her head. ",19,0,-2,125,1,0.056,0.112,0.08,0.04,0.04,0.056,0.176,0,0.048,0.176,0.064,0.168,0.016,0,0.144,0,0,0.994523754990945,0.000782320715580871,0.000782320715584146,0.000782320715573174,0.000782320715576223,0.000782320715578707,0.000782320715581169,0.000782320715580993
"20","Anna released Quinn and began to breathe again. She studied her husband, and he studied her. Quinn thought it unmistakable that some psychic piece of information passed between the two at that moment. Steven put his arm on Maeve’s back and stood up. Wordlessly, emotionlessly, he led her out of the living room and across the hall, retracing her and Quinn’s steps, heading back outside. Quinn turned to her mother and spoke in a whisper. ""Where are they going?""  Anna shook her head. ",20,0,0,85,1,0.0235294117647059,0.117647058823529,0.0823529411764706,0.0117647058823529,0.0705882352941176,0.0941176470588235,0.164705882352941,0.0117647058823529,0.0352941176470588,0.141176470588235,0.0705882352941176,0.176470588235294,0.0117647058823529,0,0.188235294117647,0,0,0.990972885467889,0.00128958779028709,0.00128958779030601,0.00128958779031369,0.00128958779031547,0.00128958779027942,0.00128958779029377,0.00128958779031576
"21","The front door slammed shut. Something was wrong. Where were they going, and now of all times? And so abruptly? And why couldn’t she know? Quinn drew the curtains and watched through the front window as her father led her sister into his car.   ""Where are they going?"" she repeated. Her mother had positioned herself behind Quinn, and stared outside as well. But again, she did not offer her daughter a single word in response.  The engine started outside. She was going to have to ask her father herself. Before she could even take a step in the direction of the front door, however, an ice cold hand latched on to her arm. Mouth open, heart pounding, she turned to her mother, who only shook her head. ",21,0,-2,128,1,0.0546875,0.0859375,0.1171875,0.0625,0.046875,0.078125,0.1796875,0,0.03125,0.1640625,0.015625,0.1875,0.0078125,0,0.15625,0,0,0.484368833468341,0.000852955482646179,0.000852955482636375,0.000852955482658109,0.510513433635761,0.00085295548265255,0.000852955482648124,0.000852955482657457
"22","Anna had learned to live with little– little means, little living space, little dignity– in the years following her divorce. What that had taught her was how to get by with little. Quinn was twenty-one, tallish, certainly less than a world-class athlete, but in decent shape, for her age. She should have been able to pull free of her mother’s grasp and run to her father’s car in plenty of time to ask him her question. But the lean years had given Anna a strength– a strength of body, a strength of reason, a strength of persuasiveness– that she employed every bit of to keep her daughter in check. Quinn looked into her mother’s eyes and began to doubt herself. She was probably not thinking clearly. Maybe Maeve had asked for a private ride with her dad, or maybe he was taking her to the police station, or to a counseling center. Quinn sat down on the couch and faced her mother, who was trying to be so strong for her.  The car backed out of the driveway. ./.",22,0,12,183,2,0.0601092896174863,0.136612021857924,0.0437158469945355,0.0655737704918033,0.0382513661202186,0.0819672131147541,0.234972677595628,0.0109289617486339,0.0601092896174863,0.114754098360656,0.0273224043715847,0.153005464480874,0.00546448087431694,0,0.120218579234973,0.00546448087431694,0,0.995685068375172,0.00061641880354308,0.000616418803544589,0.000616418803549951,0.000616418803545877,0.000616418803549042,0.000616418803546857,0.000616418803548214
"23","(Really Part One) Quinn ran her fingers over colored boxes and bags, scanning each row of the pantry with careful eyes. Nothing on the floor. Perhaps they were on the shelf, behind something. She stuck out her arm to reach behind a stack of cans. One wobbled, fell onto its side, and rolled, stopping precariously short of the rest of the stack. ""Looking for something, honey?"" asked her mother, from the living room.",23,0,0,73,2,0.0273972602739726,0.191780821917808,0.0410958904109589,0.0136986301369863,0.0273972602739726,0.10958904109589,0.26027397260274,0.0136986301369863,0.0136986301369863,0.136986301369863,0.0136986301369863,0.246575342465753,0,0,0.150684931506849,0,0,0.00133515255528761,0.00133515255524121,0.00133515255526834,0.00133515255526747,0.818383734865526,0.00133515255525264,0.173605349802886,0.00133515255527099
"24","Quinn froze.  ""No. Yeah. I’ll find it."" As gingerly as she could, she snaked her arm free from the maze of beans and corn and stacked boxes of rice. She then stood on her tiptoes to see what was hidden at the top layer.  A-ha. Behind a sack of potatoes, which had begun to sprout tiny, wriggling roots.",24,0,5,60,2,0.0666666666666667,0.116666666666667,0.05,0.0666666666666667,0.0333333333333333,0.0666666666666667,0.216666666666667,0,0.0333333333333333,0.15,0,0.233333333333333,0.0166666666666667,0,0.15,0.0333333333333333,0,0.00143667617836888,0.668625884408211,0.00143667617835712,0.00143667617835586,0.00143667617838727,0.00143667617836628,0.00143667617838021,0.322754058521573
"25","Quinn collected two bottles of water and shut the pantry door.  ""I just bought water the other day. There are cold ones in the fridge,"" said her mother, as Quinn climbed the stairs. ""These are fine,"" she responded, without breaking stride. Her room was straight across the hall. She stepped inside and tossed one of the bottles at her guest.",25,0,3,60,2,0.0666666666666667,0.0833333333333333,0.0333333333333333,0.0333333333333333,0.0333333333333333,0.1,0.25,0.0333333333333333,0,0.133333333333333,0.0333333333333333,0.233333333333333,0.0333333333333333,0,0.166666666666667,0,0,0.00149345662916563,0.00149345662919643,0.0014934566291605,0.00149345662914055,0.700844108240708,0.290195151984302,0.00149345662916109,0.00149345662916554
"26","He caught it with one hand, unscrewed the cap, and emptied the entire thing without taking a single breath. ""Jesus, Ty,"" said Quinn, twisting her own open. ""What?"" he said, wiping his mouth. ""That was disgusting.""",26,0,-2,36,2,0.138888888888889,0.0277777777777778,0,0.0277777777777778,0.0277777777777778,0.0833333333333333,0.138888888888889,0.0277777777777778,0,0.194444444444444,0.0833333333333333,0.472222222222222,0.0277777777777778,0,0.222222222222222,0,0,0.884798499583818,0.100384949464466,0.00246942515857017,0.00246942515866249,0.00246942515861477,0.00246942515863185,0.00246942515861776,0.00246942515861963
"27","""I mean, I asked for water. I needed water."" ""You should have told me before you were dying of thirst."" He shrugged, and looked back down at his notebook. ""Did you get… negative e to the x squared for number seven?"" he asked.",27,0,-2,43,2,0.0232558139534884,0.13953488372093,0.0232558139534884,0.0930232558139535,0.0232558139534884,0.0232558139534884,0.162790697674419,0,0,0.232558139534884,0,0.348837209302326,0.0232558139534884,0,0.255813953488372,0,0,0.258287597609914,0.00366790724827821,0.0036679072481455,0.719704958900993,0.00366790724815514,0.00366790724821755,0.00366790724815919,0.00366790724813762
"28","""Yeah. I was looking at that one. But I do not remember what I did to get that answer."" ""See, I… was having the same problem as you."" They both poured over their notebooks for several silent minutes. Finally, Ty lit up. ""You can’t tell me you don’t remember this,"" said Ty, in poor impression of the cackling voice of their wicked professor, Dr. Edgerrington. ""The chain rule! This is basic Calculus, Quinn. I mean, how have you even gotten this far?""",28,0,-5,84,2,0.0714285714285714,0.0952380952380952,0.0595238095238095,0.0833333333333333,0.0119047619047619,0.0714285714285714,0.130952380952381,0,0.0476190476190476,0.19047619047619,0.0714285714285714,0.30952380952381,0,0,0.154761904761905,0.0119047619047619,0,0.0014366761783636,0.989943266751518,0.00143667617835026,0.00143667617835185,0.00143667617835624,0.00143667617836156,0.00143667617835221,0.00143667617834609
"29","Quinn sighed. ""I don’t know, professor. Maybe if some of my fellow classmates would start staring at you and stop staring at other fellow classmates, those hypothetical classmates would be less distracted."" Ty turned beet red, which only made Quinn smirk.  ""Dude, I’m just messing with you. I suck at calculus. I didn’t even know what the integration symbol meant until winter break."" ""You don’t suck at calculus, Q. You just don’t pay attention. Which, um… I guess I can relate."" ",29,0,-10,86,2,0.0581395348837209,0.0813953488372093,0.0697674418604651,0.104651162790698,0.0116279069767442,0.0348837209302326,0.162790697674419,0,0.0465116279069767,0.162790697674419,0.0465116279069767,0.267441860465116,0.0116279069767442,0,0.197674418604651,0.0116279069767442,0,0.000986569716668646,0.215093634722496,0.000986569716658106,0.778986946977525,0.000986569716661003,0.000986569716672128,0.00098656971666256,0.000986569716656638
"30","She took a sip of her water. It was dusty, like the rest of the pantry.  ""We should figure this question out. The goal’s not going to achieve itself."" The goal, an idea they had hatched at the start of the semester, was for them both to earn C’s in Calculus III. It had started as a joke, but morphed into a rallying cry whenever one of them began to feel lost or overwhelmed. They would whisper it to one another in class at intervals and text each other about it while they were doing their homework. It was dumb, but Quinn knew it helped. The two classmates sat on her bed and continued their work. While Quinn’s room was ordinarily very neat, they had strewn stapled review packets, torn loose leaf pages, and old, tattooed textbooks across the bedsheets and carpet. Although it was almost eight o’clock, the mid-March sun had not yet fully set, and golden light poured in from the window.",30,0,-8,169,2,0.0650887573964497,0.112426035502959,0.0355029585798817,0.0769230769230769,0.0532544378698225,0.100591715976331,0.183431952662722,0.0236686390532544,0.0414201183431953,0.118343195266272,0.029585798816568,0.142011834319527,0.0177514792899408,0,0.130177514792899,0,0,0.000637207837738891,0.000637207837743318,0.000637207837733518,0.000637207837740888,0.901413029103986,0.0947637238695951,0.00063720783773146,0.000637207837730905
"31","Quinn and Ty had been in the room for most of the afternoon. Though the goal kept them from ever deviating too far from their studying, they allowed themselves to wonder what life might be like after their graduation in a few months’ time. ""I can’t stay here a minute longer. I’ll be off the stage and into my car. I don’t even know where the hell I’ll go,"" said Ty.  Quinn raised her eyebrows. ""Yeah? I can get behind that. No destination, and what, thirty-two dollars in your pocket? Sounds good to me."" ""Come on. Tell me you don’t feel the same way.""",31,0,1,110,2,0.0363636363636364,0.118181818181818,0.0636363636363636,0.1,0.0272727272727273,0.0909090909090909,0.154545454545455,0.0181818181818182,0.0363636363636364,0.163636363636364,0.0363636363636364,0.209090909090909,0.0181818181818182,0.00909090909090909,0.127272727272727,0.00909090909090909,0,0.00124703037200046,0.493565578050809,0.20902724999857,0.0012470303719987,0.00124703037199771,0.291172020090613,0.00124703037200063,0.00124703037201006
"32","Quinn sighed. ""Sure, but I think your idea is pretty reckless. Maybe even self-destructive."" ""Optimistic,"" Ty said. ""The word you were looking for was ‘optimistic’."" Quinn chuckled. Then, Ty asked her the question she was hoping not to hear.  ""Well, what are you doing after you get off that stage?""",32,0,2,51,2,0.0784313725490196,0.0392156862745098,0.0980392156862745,0.0980392156862745,0.0196078431372549,0.0588235294117647,0.0980392156862745,0,0.0196078431372549,0.156862745098039,0.0784313725490196,0.431372549019608,0.0196078431372549,0,0.196078431372549,0.0392156862745098,0,0.00246942515857008,0.707918886370305,0.00246942515857951,0.00246942515857227,0.00246942515855371,0.0024694251586204,0.277264562678217,0.00246942515858159
